hyp,src,label,p(Hallucination),hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas
You ain't gonna regret it.,You won't regret it.,Hallucination,1.0,you are not going to regret it,you will not regret it,['you are not going to regret it'],['you will not regret it'],"[['you', 'are', 'not', 'going', 'to', 'regret', 'it']]","[['you', 'will', 'not', 'regret', 'it']]","['you', 'be', 'not', 'go', 'to', 'regret', 'it']","['you', 'will', 'not', 'regret', 'it']"
"You want to take a walk, hmm?",You wanna take a walk?,Hallucination,1.0,you want to take a walk hmm,you want to take a walk,['you want to take a walk hmm'],['you want to take a walk'],"[['you', 'want', 'to', 'take', 'a', 'walk', 'hmm']]","[['you', 'want', 'to', 'take', 'a', 'walk']]","['you', 'want', 'to', 'take', 'a', 'walk', 'hmm']","['you', 'want', 'to', 'take', 'a', 'walk']"
Why are we stopin '?,Why are we stopping?,Hallucination,1.0,why are we stopin ,why are we stopping,['why are we stopin'],['why are we stopping'],"[['why', 'are', 'we', 'stopin']]","[['why', 'are', 'we', 'stopping']]","['why', 'be', 'we', 'stopin']","['why', 'be', 'we', 'stop']"
That for me?,That for me?,Hallucination,1.0,that for me,that for me,['that for me'],['that for me'],"[['that', 'for', 'me']]","[['that', 'for', 'me']]","['that', 'for', 'I']","['that', 'for', 'I']"
I've done it for ya.,I did it for you.,Hallucination,1.0,i have done it for ya,i did it for you,['i have done it for ya'],['i did it for you'],"[['i', 'have', 'done', 'it', 'for', 'ya']]","[['i', 'did', 'it', 'for', 'you']]","['I', 'have', 'do', 'it', 'for', 'you']","['I', 'do', 'it', 'for', 'you']"
You look cheerful.,You look happy.,Not Hallucination,0.25,you look cheerful,you look happy,['you look cheerful'],['you look happy'],"[['you', 'look', 'cheerful']]","[['you', 'look', 'happy']]","['you', 'look', 'cheerful']","['you', 'look', 'happy']"
Wanna know why that is?,Wanna know why?,Not Hallucination,0.25,want to know why that is,want to know why,['want to know why that is'],['want to know why'],"[['want', 'to', 'know', 'why', 'that', 'is']]","[['want', 'to', 'know', 'why']]","['want', 'to', 'know', 'why', 'that', 'be']","['want', 'to', 'know', 'why']"
That'd work.,That could work.,Not Hallucination,0.25,that would work,that could work,['that would work'],['that could work'],"[['that', 'would', 'work']]","[['that', 'could', 'work']]","['that', 'would', 'work']","['that', 'could', 'work']"
So you know what I'm going to do?,So you know what I'm gonna do?,Not Hallucination,0.25,so you know what i am going to do,so you know what i am going to do,['so you know what i am going to do'],['so you know what i am going to do'],"[['so', 'you', 'know', 'what', 'i', 'am', 'going', 'to', 'do']]","[['so', 'you', 'know', 'what', 'i', 'am', 'going', 'to', 'do']]","['so', 'you', 'know', 'what', 'I', 'be', 'go', 'to', 'do']","['so', 'you', 'know', 'what', 'I', 'be', 'go', 'to', 'do']"
"Thank you, Chloë","Thanks, Chloe.",Not Hallucination,0.25,thank you chloë,thanks chloe,['thank you chloë'],['thanks chloe'],"[['thank', 'you', 'chloë']]","[['thanks', 'chloe']]","['thank', 'you', 'Chloë']","['thanks', 'chloe']"
You offering me ajob '?,You're offering me a job?,Not Hallucination,0.5,you offering me ajob ,you are offering me a job,['you offering me ajob'],['you are offering me a job'],"[['you', 'offering', 'me', 'ajob']]","[['you', 'are', 'offering', 'me', 'a', 'job']]","['you', 'offer', 'I', 'ajob']","['you', 'be', 'offer', 'I', 'a', 'job']"
I typed for you.,I kind of wrote it for you.,Hallucination,0.75,i typed for you,i kind of wrote it for you,['i typed for you'],['i kind of wrote it for you'],"[['i', 'typed', 'for', 'you']]","[['i', 'kind', 'of', 'wrote', 'it', 'for', 'you']]","['I', 'type', 'for', 'you']","['I', 'kind', 'of', 'write', 'it', 'for', 'you']"
Miracle.,A miracle.,Not Hallucination,0.25,miracle,a miracle,['miracle'],['a miracle'],[['miracle']],"[['a', 'miracle']]",['miracle'],"['a', 'miracle']"
That's not why I'm here.,I'm not here for that.,Not Hallucination,0.25,that is not why i am here,i am not here for that,['that is not why i am here'],['i am not here for that'],"[['that', 'is', 'not', 'why', 'i', 'am', 'here']]","[['i', 'am', 'not', 'here', 'for', 'that']]","['that', 'be', 'not', 'why', 'I', 'be', 'here']","['I', 'be', 'not', 'here', 'for', 'that']"
It's on my back.,My back.,Hallucination,1.0,it is on my back,my back,['it is on my back'],['my back'],"[['it', 'is', 'on', 'my', 'back']]","[['my', 'back']]","['it', 'be', 'on', 'my', 'back']","['my', 'back']"
I'm a lefty-wishy.,I'm a lefty.,Hallucination,1.0,i am a leftywishy,i am a lefty,['i am a leftywishy'],['i am a lefty'],"[['i', 'am', 'a', 'leftywishy']]","[['i', 'am', 'a', 'lefty']]","['I', 'be', 'a', 'leftywishy']","['I', 'be', 'a', 'lefty']"
She's sleeping.,She's sleeping.,Not Hallucination,0.0,she is sleeping,she is sleeping,['she is sleeping'],['she is sleeping'],"[['she', 'is', 'sleeping']]","[['she', 'is', 'sleeping']]","['she', 'be', 'sleep']","['she', 'be', 'sleep']"
Pull the trigger trigger.,Pull the trigger.,Hallucination,0.75,pull the trigger trigger,pull the trigger,['pull the trigger trigger'],['pull the trigger'],"[['pull', 'the', 'trigger', 'trigger']]","[['pull', 'the', 'trigger']]","['pull', 'the', 'trigger', 'trigger']","['pull', 'the', 'trigger']"
Sacha..,Sacha.,Hallucination,1.0,sacha,sacha,['sacha'],['sacha'],[['sacha']],[['sacha']],['sacha'],['sacha']
It's presumptuous,It's busy.,Hallucination,1.0,it is presumptuous,it is busy,['it is presumptuous'],['it is busy'],"[['it', 'is', 'presumptuous']]","[['it', 'is', 'busy']]","['it', 'be', 'presumptuous']","['it', 'be', 'busy']"
What am I supposed to be doin 'with?,What am I supposed to do with it?,Hallucination,0.75,what am i supposed to be doin with,what am i supposed to do with it,['what am i supposed to be doin with'],['what am i supposed to do with it'],"[['what', 'am', 'i', 'supposed', 'to', 'be', 'doin', 'with']]","[['what', 'am', 'i', 'supposed', 'to', 'do', 'with', 'it']]","['what', 'be', 'I', 'suppose', 'to', 'be', 'doin', 'with']","['what', 'be', 'I', 'suppose', 'to', 'do', 'with', 'it']"
"Who was it, then?",Then who was it?,Not Hallucination,0.25,who was it then,then who was it,['who was it then'],['then who was it'],"[['who', 'was', 'it', 'then']]","[['then', 'who', 'was', 'it']]","['who', 'be', 'it', 'then']","['then', 'who', 'be', 'it']"
{\ cHFFFFFF} Rules.,Them's the rules.,Hallucination,1.0, chffffff rules,thems the rules,[' chffffff rules'],['thems the rules'],"[['chffffff', 'rules']]","[['thems', 'the', 'rules']]","['chffffff', 'rule']","['them', 'the', 'rule']"
"Oh, you're going to be so sorry.",You'll be sorry.,Not Hallucination,0.5,oh you are going to be so sorry,you will be sorry,['oh you are going to be so sorry'],['you will be sorry'],"[['oh', 'you', 'are', 'going', 'to', 'be', 'so', 'sorry']]","[['you', 'will', 'be', 'sorry']]","['oh', 'you', 'be', 'go', 'to', 'be', 'so', 'sorry']","['you', 'will', 'be', 'sorry']"
Keep breathing.,Just keep breathing.,Not Hallucination,0.25,keep breathing,just keep breathing,['keep breathing'],['just keep breathing'],"[['keep', 'breathing']]","[['just', 'keep', 'breathing']]","['keep', 'breathing']","['just', 'keep', 'breathing']"
Let's see what we've got here.,Let's see what we've got here.,Not Hallucination,0.0,let us see what we have got here,let us see what we have got here,['let us see what we have got here'],['let us see what we have got here'],"[['let', 'us', 'see', 'what', 'we', 'have', 'got', 'here']]","[['let', 'us', 'see', 'what', 'we', 'have', 'got', 'here']]","['let', 'we', 'see', 'what', 'we', 'have', 'get', 'here']","['let', 'we', 'see', 'what', 'we', 'have', 'get', 'here']"
This was my home- -,This was my home.,Not Hallucination,0.25,this was my home ,this was my home,['this was my home'],['this was my home'],"[['this', 'was', 'my', 'home']]","[['this', 'was', 'my', 'home']]","['this', 'be', 'my', 'home']","['this', 'be', 'my', 'home']"
"Come on, let's go to sleep.",Let's go to sleep.,Not Hallucination,0.25,come on let us go to sleep,let us go to sleep,['come on let us go to sleep'],['let us go to sleep'],"[['come', 'on', 'let', 'us', 'go', 'to', 'sleep']]","[['let', 'us', 'go', 'to', 'sleep']]","['come', 'on', 'let', 'we', 'go', 'to', 'sleep']","['let', 'we', 'go', 'to', 'sleep']"
I want to go see him.,I wanna see him.,Not Hallucination,0.25,i want to go see him,i want to see him,['i want to go see him'],['i want to see him'],"[['i', 'want', 'to', 'go', 'see', 'him']]","[['i', 'want', 'to', 'see', 'him']]","['I', 'want', 'to', 'go', 'see', 'he']","['I', 'want', 'to', 'see', 'he']"
I'm not going to let that happen.,I'm not gonna let that happen.,Not Hallucination,0.0,i am not going to let that happen,i am not going to let that happen,['i am not going to let that happen'],['i am not going to let that happen'],"[['i', 'am', 'not', 'going', 'to', 'let', 'that', 'happen']]","[['i', 'am', 'not', 'going', 'to', 'let', 'that', 'happen']]","['I', 'be', 'not', 'go', 'to', 'let', 'that', 'happen']","['I', 'be', 'not', 'go', 'to', 'let', 'that', 'happen']"
Thank you for doing this.,Thank you for doing this.,Not Hallucination,0.0,thank you for doing this,thank you for doing this,['thank you for doing this'],['thank you for doing this'],"[['thank', 'you', 'for', 'doing', 'this']]","[['thank', 'you', 'for', 'doing', 'this']]","['thank', 'you', 'for', 'do', 'this']","['thank', 'you', 'for', 'do', 'this']"
Keep me apprised..,Keep me apprised.,Not Hallucination,0.5,keep me apprised,keep me apprised,['keep me apprised'],['keep me apprised'],"[['keep', 'me', 'apprised']]","[['keep', 'me', 'apprised']]","['keep', 'I', 'apprise']","['keep', 'I', 'apprise']"
In afternoons.,In the afternoon.,Hallucination,1.0,in afternoons,in the afternoon,['in afternoons'],['in the afternoon'],"[['in', 'afternoons']]","[['in', 'the', 'afternoon']]","['in', 'afternoon']","['in', 'the', 'afternoon']"
I'm not going to bites.,I won't bite.,Hallucination,1.0,i am not going to bites,i will not bite,['i am not going to bites'],['i will not bite'],"[['i', 'am', 'not', 'going', 'to', 'bites']]","[['i', 'will', 'not', 'bite']]","['I', 'be', 'not', 'go', 'to', 'bite']","['I', 'will', 'not', 'bite']"
Do we have a choice here?,Do we have a choice?,Hallucination,1.0,do we have a choice here,do we have a choice,['do we have a choice here'],['do we have a choice'],"[['do', 'we', 'have', 'a', 'choice', 'here']]","[['do', 'we', 'have', 'a', 'choice']]","['do', 'we', 'have', 'a', 'choice', 'here']","['do', 'we', 'have', 'a', 'choice']"
{\ cHFFFFFF}.,It's too far.,Hallucination,1.0, chffffff,it is too far,[' chffffff'],['it is too far'],[['chffffff']],"[['it', 'is', 'too', 'far']]",['chffffff'],"['it', 'be', 'too', 'far']"
"Thanks, tina.","Thank you, Tina.",Not Hallucination,0.25,thanks tina,thank you tina,['thanks tina'],['thank you tina'],"[['thanks', 'tina']]","[['thank', 'you', 'tina']]","['thanks', 'tina']","['thank', 'you', 'tina']"
Are you partying '?,Are you having a party?,Not Hallucination,0.33,are you partying ,are you having a party,['are you partying'],['are you having a party'],"[['are', 'you', 'partying']]","[['are', 'you', 'having', 'a', 'party']]","['be', 'you', 'party']","['be', 'you', 'have', 'a', 'party']"
I'll be out.,I'll be out in a few moments.,Not Hallucination,0.17,i will be out,i will be out in a few moments,['i will be out'],['i will be out in a few moments'],"[['i', 'will', 'be', 'out']]","[['i', 'will', 'be', 'out', 'in', 'a', 'few', 'moments']]","['I', 'will', 'be', 'out']","['I', 'will', 'be', 'out', 'in', 'a', 'few', 'moment']"
"Bye-bye, Jane.","Bye, Jane.",Not Hallucination,0.33,byebye jane,bye jane,['byebye jane'],['bye jane'],"[['byebye', 'jane']]","[['bye', 'jane']]","['Byebye', 'jane']","['bye', 'jane']"
You're makein 'a mistake.,You're making a mistake.,Hallucination,0.67,you are makein a mistake,you are making a mistake,['you are makein a mistake'],['you are making a mistake'],"[['you', 'are', 'makein', 'a', 'mistake']]","[['you', 'are', 'making', 'a', 'mistake']]","['you', 'be', 'makein', 'a', 'mistake']","['you', 'be', 'make', 'a', 'mistake']"
My name's Bonds.,My name is Bond.,Not Hallucination,0.33,my names bonds,my name is bond,['my names bonds'],['my name is bond'],"[['my', 'names', 'bonds']]","[['my', 'name', 'is', 'bond']]","['my', 'name', 'bond']","['my', 'name', 'be', 'bond']"
Hey. Christian.,"Hey, Christian.",Not Hallucination,0.33,hey christian,hey christian,['hey christian'],['hey christian'],"[['hey', 'christian']]","[['hey', 'christian']]","['hey', 'Christian']","['hey', 'Christian']"
- Who's askin '?,Who's askin '?,Not Hallucination,0.33, who is askin ,who is askin ,[' who is askin'],['who is askin'],"[['who', 'is', 'askin']]","[['who', 'is', 'askin']]","['who', 'be', 'Askin']","['who', 'be', 'Askin']"
Shall I call a paramedic?,Shall I call an ambulance?,Hallucination,0.67,shall i call a paramedic,shall i call an ambulance,['shall i call a paramedic'],['shall i call an ambulance'],"[['shall', 'i', 'call', 'a', 'paramedic']]","[['shall', 'i', 'call', 'an', 'ambulance']]","['shall', 'I', 'call', 'a', 'paramedic']","['shall', 'I', 'call', 'a', 'ambulance']"
- Bears..,Bears.,Hallucination,1.0, bears,bears,[' bears'],['bears'],[['bears']],[['bears']],['bear'],['bear']
Put her on the phone now.,Put her on.,Hallucination,0.67,put her on the phone now,put her on,['put her on the phone now'],['put her on'],"[['put', 'her', 'on', 'the', 'phone', 'now']]","[['put', 'her', 'on']]","['put', 'her', 'on', 'the', 'phone', 'now']","['put', 'her', 'on']"
"No, Mummy..","No, Mama.",Not Hallucination,0.33,no mummy,no mama,['no mummy'],['no mama'],"[['no', 'mummy']]","[['no', 'mama']]","['no', 'mummy']","['no', 'mama']"
Are you livein 'here?,Are you living here?,Not Hallucination,0.33,are you livein here,are you living here,['are you livein here'],['are you living here'],"[['are', 'you', 'livein', 'here']]","[['are', 'you', 'living', 'here']]","['be', 'you', 'livein', 'here']","['be', 'you', 'live', 'here']"
"Thanks, Lucy.","Thank you, Lucy.",Not Hallucination,0.33,thanks lucy,thank you lucy,['thanks lucy'],['thank you lucy'],"[['thanks', 'lucy']]","[['thank', 'you', 'lucy']]","['thanks', 'Lucy']","['thank', 'you', 'lucy']"
You found her there?,Did you find her?,Hallucination,0.67,you found her there,did you find her,['you found her there'],['did you find her'],"[['you', 'found', 'her', 'there']]","[['did', 'you', 'find', 'her']]","['you', 'find', 'her', 'there']","['do', 'you', 'find', 'her']"
I called your mommy.,I called your mom.,Not Hallucination,0.33,i called your mommy,i called your mom,['i called your mommy'],['i called your mom'],"[['i', 'called', 'your', 'mommy']]","[['i', 'called', 'your', 'mom']]","['I', 'call', 'your', 'mommy']","['I', 'call', 'your', 'mom']"
Hi. dawn.,"Hello, Dawn.",Hallucination,0.67,hi dawn,hello dawn,['hi dawn'],['hello dawn'],"[['hi', 'dawn']]","[['hello', 'dawn']]","['hi', 'dawn']","['hello', 'dawn']"
Do you have enough cash?,Do you have enough money?,Not Hallucination,0.33,do you have enough cash,do you have enough money,['do you have enough cash'],['do you have enough money'],"[['do', 'you', 'have', 'enough', 'cash']]","[['do', 'you', 'have', 'enough', 'money']]","['do', 'you', 'have', 'enough', 'cash']","['do', 'you', 'have', 'enough', 'money']"
N.V.A.,Nav.,Hallucination,1.0,nva,nav,['nva'],['nav'],[['nva']],[['nav']],['nva'],['nav']
"It's for good luck. """,For luck.,Hallucination,0.67,it is for good luck ,for luck,['it is for good luck'],['for luck'],"[['it', 'is', 'for', 'good', 'luck']]","[['for', 'luck']]","['it', 'be', 'for', 'good', 'luck']","['for', 'luck']"
I got some good news.,I've got good news.,Not Hallucination,0.33,i got some good news,i have got good news,['i got some good news'],['i have got good news'],"[['i', 'got', 'some', 'good', 'news']]","[['i', 'have', 'got', 'good', 'news']]","['I', 'get', 'some', 'good', 'news']","['I', 'have', 'get', 'good', 'news']"
I'm talkin 'to her..,I'll talk to her.,Hallucination,0.67,i am talkin to her,i will talk to her,['i am talkin to her'],['i will talk to her'],"[['i', 'am', 'talkin', 'to', 'her']]","[['i', 'will', 'talk', 'to', 'her']]","['I', 'be', 'talk', 'to', 'her']","['I', 'will', 'talk', 'to', 'her']"
What'd I do the wrong way?,What did I do wrong?,Hallucination,0.67,what did i do the wrong way,what did i do wrong,['what did i do the wrong way'],['what did i do wrong'],"[['what', 'did', 'i', 'do', 'the', 'wrong', 'way']]","[['what', 'did', 'i', 'do', 'wrong']]","['what', 'do', 'I', 'do', 'the', 'wrong', 'way']","['what', 'do', 'I', 'do', 'wrong']"
