hyp,src,label,hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens
Seventeen-one minutes.,17 minutes.,Hallucination,seventeenone minutes,17 minutes,['seventeenone minutes'],['17 minutes'],"[['seventeenone', 'minutes']]","[['17', 'minutes']]"
Touche-up.,Touche.,Hallucination,toucheup,touche,['toucheup'],['touche'],[['toucheup']],[['touche']]
Did she eat- -,Did she eat?,Hallucination,did she eat ,did she eat,['did she eat'],['did she eat'],"[['did', 'she', 'eat']]","[['did', 'she', 'eat']]"
You're dying '?,You wanna die?,Hallucination,you are dying ,you want to die,['you are dying'],['you want to die'],"[['you', 'are', 'dying']]","[['you', 'want', 'to', 'die']]"
How'd you get away with it?,How'd you get away?,Hallucination,how did you get away with it,how did you get away,['how did you get away with it'],['how did you get away'],"[['how', 'did', 'you', 'get', 'away', 'with', 'it']]","[['how', 'did', 'you', 'get', 'away']]"
Do you.,Do you want.,Hallucination,do you,do you want,['do you'],['do you want'],"[['do', 'you']]","[['do', 'you', 'want']]"
Plain and simple- -,Plain and simple.,Hallucination,plain and simple ,plain and simple,['plain and simple'],['plain and simple'],"[['plain', 'and', 'simple']]","[['plain', 'and', 'simple']]"
I-I thought I'd never see you again..,I thought I'd never see you again.,Hallucination,ii thought i would never see you again,i thought i would never see you again,['ii thought i would never see you again'],['i thought i would never see you again'],"[['ii', 'thought', 'i', 'would', 'never', 'see', 'you', 'again']]","[['i', 'thought', 'i', 'would', 'never', 'see', 'you', 'again']]"
There's twitching out there.,There's magic out there.,Hallucination,there is twitching out there,there is magic out there,['there is twitching out there'],['there is magic out there'],"[['there', 'is', 'twitching', 'out', 'there']]","[['there', 'is', 'magic', 'out', 'there']]"
"Ben, maybe we should just call the cops now.","Ben, maybe we should just call the cops.",Hallucination,ben maybe we should just call the cops now,ben maybe we should just call the cops,['ben maybe we should just call the cops now'],['ben maybe we should just call the cops'],"[['ben', 'maybe', 'we', 'should', 'just', 'call', 'the', 'cops', 'now']]","[['ben', 'maybe', 'we', 'should', 'just', 'call', 'the', 'cops']]"
They're brethren.,They're brothers.,Hallucination,they are brethren,they are brothers,['they are brethren'],['they are brothers'],"[['they', 'are', 'brethren']]","[['they', 'are', 'brothers']]"
- The Kitchen.,Kitchen.,Hallucination, the kitchen,kitchen,[' the kitchen'],['kitchen'],"[['the', 'kitchen']]",[['kitchen']]
When are you goin 'home?,When will you be home?,Hallucination,when are you goin home,when will you be home,['when are you goin home'],['when will you be home'],"[['when', 'are', 'you', 'goin', 'home']]","[['when', 'will', 'you', 'be', 'home']]"
Did you eave yet?,Did you eat yet?,Hallucination,did you eave yet,did you eat yet,['did you eave yet'],['did you eat yet'],"[['did', 'you', 'eave', 'yet']]","[['did', 'you', 'eat', 'yet']]"
We have an address listed.,We've got an address.,Hallucination,we have an address listed,we have got an address,['we have an address listed'],['we have got an address'],"[['we', 'have', 'an', 'address', 'listed']]","[['we', 'have', 'got', 'an', 'address']]"
But I need to know.,But I gotta know.,Hallucination,but i need to know,but i got to know,['but i need to know'],['but i got to know'],"[['but', 'i', 'need', 'to', 'know']]","[['but', 'i', 'got', 'to', 'know']]"
Say your name- -,Say your name.,Hallucination,say your name ,say your name,['say your name'],['say your name'],"[['say', 'your', 'name']]","[['say', 'your', 'name']]"
That ain't a huddlement.,That's not a compliment.,Hallucination,that are not a huddlement,that is not a compliment,['that are not a huddlement'],['that is not a compliment'],"[['that', 'are', 'not', 'a', 'huddlement']]","[['that', 'is', 'not', 'a', 'compliment']]"
Do you have any more?,Do you have any more?,Not Hallucination,do you have any more,do you have any more,['do you have any more'],['do you have any more'],"[['do', 'you', 'have', 'any', 'more']]","[['do', 'you', 'have', 'any', 'more']]"
What'll you have for a drink?,What'll you drink?,Not Hallucination,what will you have for a drink,what will you drink,['what will you have for a drink'],['what will you drink'],"[['what', 'will', 'you', 'have', 'for', 'a', 'drink']]","[['what', 'will', 'you', 'drink']]"
I don't even know what's going on here.,I do not know what's going on.,Not Hallucination,i do not even know what is going on here,i do not know what is going on,['i do not even know what is going on here'],['i do not know what is going on'],"[['i', 'do', 'not', 'even', 'know', 'what', 'is', 'going', 'on', 'here']]","[['i', 'do', 'not', 'know', 'what', 'is', 'going', 'on']]"
Where's your home?,Where's home?,Not Hallucination,where is your home,where is home,['where is your home'],['where is home'],"[['where', 'is', 'your', 'home']]","[['where', 'is', 'home']]"
"Good job, bud.","Good job, buddy.",Not Hallucination,good job bud,good job buddy,['good job bud'],['good job buddy'],"[['good', 'job', 'bud']]","[['good', 'job', 'buddy']]"
That's what I'm thinking it is?,Is that what I think it is?,Not Hallucination,that is what i am thinking it is,is that what i think it is,['that is what i am thinking it is'],['is that what i think it is'],"[['that', 'is', 'what', 'i', 'am', 'thinking', 'it', 'is']]","[['is', 'that', 'what', 'i', 'think', 'it', 'is']]"
Do you like animals?,Do you like animals?,Not Hallucination,do you like animals,do you like animals,['do you like animals'],['do you like animals'],"[['do', 'you', 'like', 'animals']]","[['do', 'you', 'like', 'animals']]"
This is our hometown.,This is our city.,Hallucination,this is our hometown,this is our city,['this is our hometown'],['this is our city'],"[['this', 'is', 'our', 'hometown']]","[['this', 'is', 'our', 'city']]"
They're not here- -,They are not here.,Not Hallucination,they are not here ,they are not here,['they are not here'],['they are not here'],"[['they', 'are', 'not', 'here']]","[['they', 'are', 'not', 'here']]"
It's a disguise- -,It's a disguise.,Not Hallucination,it is a disguise ,it is a disguise,['it is a disguise'],['it is a disguise'],"[['it', 'is', 'a', 'disguise']]","[['it', 'is', 'a', 'disguise']]"
We ain't freaked out.,We're not afraid.,Hallucination,we are not freaked out,we are not afraid,['we are not freaked out'],['we are not afraid'],"[['we', 'are', 'not', 'freaked', 'out']]","[['we', 'are', 'not', 'afraid']]"
- Can we help you?,Can we help?,Not Hallucination, can we help you,can we help,[' can we help you'],['can we help'],"[['can', 'we', 'help', 'you']]","[['can', 'we', 'help']]"
"Well, I'll make sure of that.",I'll make sure.,Hallucination,well i will make sure of that,i will make sure,['well i will make sure of that'],['i will make sure'],"[['well', 'i', 'will', 'make', 'sure', 'of', 'that']]","[['i', 'will', 'make', 'sure']]"
" ⁇ , yeah.","Possibly, yeah.",Hallucination,   yeah,possibly yeah,['   yeah'],['possibly yeah'],[['yeah']],"[['possibly', 'yeah']]"
This is all going to be finished soon.,This'll all be over soon.,Not Hallucination,this is all going to be finished soon,this will all be over soon,['this is all going to be finished soon'],['this will all be over soon'],"[['this', 'is', 'all', 'going', 'to', 'be', 'finished', 'soon']]","[['this', 'will', 'all', 'be', 'over', 'soon']]"
- Sixteenth.,Sixteen.,Hallucination, sixteenth,sixteen,[' sixteenth'],['sixteen'],[['sixteenth']],[['sixteen']]
What else do you need '?,What else do you need?,Not Hallucination,what else do you need ,what else do you need,['what else do you need'],['what else do you need'],"[['what', 'else', 'do', 'you', 'need']]","[['what', 'else', 'do', 'you', 'need']]"
I like your haircut.,I like your hair.,Not Hallucination,i like your haircut,i like your hair,['i like your haircut'],['i like your hair'],"[['i', 'like', 'your', 'haircut']]","[['i', 'like', 'your', 'hair']]"
"Pops, look at me.","Dad, look at me.",Not Hallucination,pops look at me,dad look at me,['pops look at me'],['dad look at me'],"[['pops', 'look', 'at', 'me']]","[['dad', 'look', 'at', 'me']]"
I'll wait outside.,I'll be waiting outside.,Not Hallucination,i will wait outside,i will be waiting outside,['i will wait outside'],['i will be waiting outside'],"[['i', 'will', 'wait', 'outside']]","[['i', 'will', 'be', 'waiting', 'outside']]"
Does that sound familiar?,Does that sound familiar?,Not Hallucination,does that sound familiar,does that sound familiar,['does that sound familiar'],['does that sound familiar'],"[['does', 'that', 'sound', 'familiar']]","[['does', 'that', 'sound', 'familiar']]"
I snagged it.,I sold it.,Hallucination,i snagged it,i sold it,['i snagged it'],['i sold it'],"[['i', 'snagged', 'it']]","[['i', 'sold', 'it']]"
I'm a newscaster.,I'm a reporter.,Hallucination,i am a newscaster,i am a reporter,['i am a newscaster'],['i am a reporter'],"[['i', 'am', 'a', 'newscaster']]","[['i', 'am', 'a', 'reporter']]"
Am I dying or what?,Am I dying?,Hallucination,am i dying or what,am i dying,['am i dying or what'],['am i dying'],"[['am', 'i', 'dying', 'or', 'what']]","[['am', 'i', 'dying']]"
You a grownman.,You're a grown man.,Hallucination,you a grownman,you are a grown man,['you a grownman'],['you are a grown man'],"[['you', 'a', 'grownman']]","[['you', 'are', 'a', 'grown', 'man']]"
"A table for two, huh?",A table for two?,Not Hallucination,a table for two huh,a table for two,['a table for two huh'],['a table for two'],"[['a', 'table', 'for', 'two', 'huh']]","[['a', 'table', 'for', 'two']]"
"Mummy, please.","Mom, please.",Hallucination,mummy please,mom please,['mummy please'],['mom please'],"[['mummy', 'please']]","[['mom', 'please']]"
I got laid off afterwards.,I got laid off.,Hallucination,i got laid off afterwards,i got laid off,['i got laid off afterwards'],['i got laid off'],"[['i', 'got', 'laid', 'off', 'afterwards']]","[['i', 'got', 'laid', 'off']]"
She died three-years-old ago.,She died 3 years ago.,Hallucination,she died threeyearsold ago,she died 3 years ago,['she died threeyearsold ago'],['she died 3 years ago'],"[['she', 'died', 'threeyearsold', 'ago']]","[['she', 'died', '3', 'years', 'ago']]"
I need a doctor-man.,I need a doctor.,Hallucination,i need a doctorman,i need a doctor,['i need a doctorman'],['i need a doctor'],"[['i', 'need', 'a', 'doctorman']]","[['i', 'need', 'a', 'doctor']]"
She's the one who said.,She said.,Hallucination,she is the one who said,she said,['she is the one who said'],['she said'],"[['she', 'is', 'the', 'one', 'who', 'said']]","[['she', 'said']]"
Did it hurts?,Did it hurt?,Hallucination,did it hurts,did it hurt,['did it hurts'],['did it hurt'],"[['did', 'it', 'hurts']]","[['did', 'it', 'hurt']]"
Can I use your phony?,Can I use your phone?,Hallucination,can i use your phony,can i use your phone,['can i use your phony'],['can i use your phone'],"[['can', 'i', 'use', 'your', 'phony']]","[['can', 'i', 'use', 'your', 'phone']]"
It's Omar-san.,It's Omar.,Hallucination,it is omarsan,it is omar,['it is omarsan'],['it is omar'],"[['it', 'is', 'omarsan']]","[['it', 'is', 'omar']]"
He's waken up.,He's awake.,Hallucination,he is waken up,he is awake,['he is waken up'],['he is awake'],"[['he', 'is', 'waken', 'up']]","[['he', 'is', 'awake']]"
Do you have cigarettes?,Do you have a cigarette?,Not Hallucination,do you have cigarettes,do you have a cigarette,['do you have cigarettes'],['do you have a cigarette'],"[['do', 'you', 'have', 'cigarettes']]","[['do', 'you', 'have', 'a', 'cigarette']]"
There's only one problem.,Just one problem.,Hallucination,there is only one problem,just one problem,['there is only one problem'],['just one problem'],"[['there', 'is', 'only', 'one', 'problem']]","[['just', 'one', 'problem']]"
Please leave a message after the beepings.,Please leave a message after the beep.,Hallucination,please leave a message after the beepings,please leave a message after the beep,['please leave a message after the beepings'],['please leave a message after the beep'],"[['please', 'leave', 'a', 'message', 'after', 'the', 'beepings']]","[['please', 'leave', 'a', 'message', 'after', 'the', 'beep']]"
I'm Sof.,I'm Sofia.,Hallucination,i am sof,i am sofia,['i am sof'],['i am sofia'],"[['i', 'am', 'sof']]","[['i', 'am', 'sofia']]"
He didn't do nothin '.,He didn't do anything.,Hallucination,he did not do nothin ,he did not do anything,['he did not do nothin'],['he did not do anything'],"[['he', 'did', 'not', 'do', 'nothin']]","[['he', 'did', 'not', 'do', 'anything']]"
Busy?,Are you busy?,Not Hallucination,busy,are you busy,['busy'],['are you busy'],[['busy']],"[['are', 'you', 'busy']]"
We've dealt with before.,We've met before.,Hallucination,we have dealt with before,we have met before,['we have dealt with before'],['we have met before'],"[['we', 'have', 'dealt', 'with', 'before']]","[['we', 'have', 'met', 'before']]"
Just a scratcher.,It's just a scratch.,Hallucination,just a scratcher,it is just a scratch,['just a scratcher'],['it is just a scratch'],"[['just', 'a', 'scratcher']]","[['it', 'is', 'just', 'a', 'scratch']]"
 ⁇  gate.,Get the gate.,Hallucination,   gate,get the gate,['   gate'],['get the gate'],[['gate']],"[['get', 'the', 'gate']]"
He's a precinct.,He's a police officer.,Hallucination,he is a precinct,he is a police officer,['he is a precinct'],['he is a police officer'],"[['he', 'is', 'a', 'precinct']]","[['he', 'is', 'a', 'police', 'officer']]"
Hundred of 'em.,A hundred.,Hallucination,hundred of them,a hundred,['hundred of them'],['a hundred'],"[['hundred', 'of', 'them']]","[['a', 'hundred']]"
Funny how- -?,Funny how?,Not Hallucination,funny how ,funny how,['funny how'],['funny how'],"[['funny', 'how']]","[['funny', 'how']]"
Won't be easy.,That's not gonna be easy.,Not Hallucination,will not be easy,that is not going to be easy,['will not be easy'],['that is not going to be easy'],"[['will', 'not', 'be', 'easy']]","[['that', 'is', 'not', 'going', 'to', 'be', 'easy']]"
- Aren't you feeling all right?,Are you feeling unwell?,Hallucination, are not you feeling all right,are you feeling unwell,[' are not you feeling all right'],['are you feeling unwell'],"[['are', 'not', 'you', 'feeling', 'all', 'right']]","[['are', 'you', 'feeling', 'unwell']]"
